Title	BioProject	BioSample	Tax ID	GenBank Accn	GenBank FTP	GenBank Accn	GenBank Assembly	RefSeq Accn	RefSeq FTP	RefSeq Accn	RefSeq Assembly
Lachnobacterium bovis  YZ 87 DSM 14045	PRJEB16629	SAMN02910414	1122142	GCA_900107245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/245/GCA_900107245.1_IMG-taxon_2593339158_annotated_assembly	GCA_900107245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/107/245/GCA_900107245.1_IMG-taxon_2593339158_annotated_assembly/GCA_900107245.1_IMG-taxon_2593339158_annotated_assembly_genomic.fna.gz	GCF_900107245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/245/GCF_900107245.1_IMG-taxon_2593339158_annotated_assembly	GCF_900107245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/107/245/GCF_900107245.1_IMG-taxon_2593339158_annotated_assembly/GCF_900107245.1_IMG-taxon_2593339158_annotated_assembly_genomic.fna.gz
Lachnoclostridium aerotolerans  X8A62 DSM 5434	PRJNA223500	SAMN02743875	1410651	GCA_000687555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/555/GCA_000687555.1_ASM68755v1	GCA_000687555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/555/GCA_000687555.1_ASM68755v1/GCA_000687555.1_ASM68755v1_genomic.fna.gz	GCF_000687555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/555/GCF_000687555.1_ASM68755v1	GCF_000687555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/555/GCF_000687555.1_ASM68755v1/GCF_000687555.1_ASM68755v1_genomic.fna.gz
Lachnoclostridium aminophilum F DSM 10710	PRJEB17251	SAMN02910262	1526	GCA_900112885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/885/GCA_900112885.1_IMG-taxon_2593339256_annotated_assembly	GCA_900112885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/112/885/GCA_900112885.1_IMG-taxon_2593339256_annotated_assembly/GCA_900112885.1_IMG-taxon_2593339256_annotated_assembly_genomic.fna.gz	GCF_900112885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/885/GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly	GCF_900112885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/885/GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly/GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly_genomic.fna.gz
Lachnoclostridium aminophilum KH1P1 	PRJEB15744	SAMN04487771	1526	GCA_900101295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/295/GCA_900101295.1_IMG-taxon_2606217764_annotated_assembly	GCA_900101295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/295/GCA_900101295.1_IMG-taxon_2606217764_annotated_assembly/GCA_900101295.1_IMG-taxon_2606217764_annotated_assembly_genomic.fna.gz	GCF_900101295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/295/GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly	GCF_900101295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/295/GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly/GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly_genomic.fna.gz
Lachnoclostridium citroniae  NLAE-zl-G70 	PRJEB17345	SAMN05216568	358743	GCA_900115855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/855/GCA_900115855.1_IMG-taxon_2623620476_annotated_assembly	GCA_900115855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/115/855/GCA_900115855.1_IMG-taxon_2623620476_annotated_assembly/GCA_900115855.1_IMG-taxon_2623620476_annotated_assembly_genomic.fna.gz	GCF_900115855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/855/GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly	GCF_900115855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/855/GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly/GCF_900115855.1_IMG-taxon_2623620476_annotated_assembly_genomic.fna.gz
Lachnoclostridium clostridioforme  AGR2157 	PRJNA185707	SAMN02440671	1280695	GCA_000424325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/325/GCA_000424325.1_ASM42432v1	GCA_000424325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/325/GCA_000424325.1_ASM42432v1/GCA_000424325.1_ASM42432v1_genomic.fna.gz	GCF_000424325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/325/GCF_000424325.1_ASM42432v1	GCF_000424325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/325/GCF_000424325.1_ASM42432v1/GCF_000424325.1_ASM42432v1_genomic.fna.gz
Lachnoclostridium clostridioforme NLAE-zl-C196 	PRJEB15882	SAMN05216521	1531	GCA_900100685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/685/GCA_900100685.1_IMG-taxon_2654588145_annotated_assembly	GCA_900100685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/685/GCA_900100685.1_IMG-taxon_2654588145_annotated_assembly/GCA_900100685.1_IMG-taxon_2654588145_annotated_assembly_genomic.fna.gz	GCF_900100685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/685/GCF_900100685.1_IMG-taxon_2654588145_annotated_assembly	GCF_900100685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/685/GCF_900100685.1_IMG-taxon_2654588145_annotated_assembly/GCF_900100685.1_IMG-taxon_2654588145_annotated_assembly_genomic.fna.gz
Lachnoclostridium clostridioforme  NLAE-zl-G208 	PRJEB16792	SAMN05216528	1531	GCA_900108895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/895/GCA_900108895.1_IMG-taxon_2654588144_annotated_assembly	GCA_900108895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/895/GCA_900108895.1_IMG-taxon_2654588144_annotated_assembly/GCA_900108895.1_IMG-taxon_2654588144_annotated_assembly_genomic.fna.gz	GCF_900108895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/895/GCF_900108895.1_IMG-taxon_2654588144_annotated_assembly	GCF_900108895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/895/GCF_900108895.1_IMG-taxon_2654588144_annotated_assembly/GCF_900108895.1_IMG-taxon_2654588144_annotated_assembly_genomic.fna.gz
Lachnoclostridium clostridioforme  T90 ATCC 25537	PRJEB17285	SAMN05660211	1531	GCA_900113155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/155/GCA_900113155.1_IMG-taxon_2593339147_annotated_assembly	GCA_900113155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/155/GCA_900113155.1_IMG-taxon_2593339147_annotated_assembly/GCA_900113155.1_IMG-taxon_2593339147_annotated_assembly_genomic.fna.gz	GCF_900113155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/155/GCF_900113155.1_IMG-taxon_2593339147_annotated_assembly	GCF_900113155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/155/GCF_900113155.1_IMG-taxon_2593339147_annotated_assembly/GCF_900113155.1_IMG-taxon_2593339147_annotated_assembly_genomic.fna.gz
Lachnoclostridium lavalense NLAE-zl-G277 	PRJEB15681	SAMN05216313	460384	GCA_900102595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/595/GCA_900102595.1_IMG-taxon_2623620521_annotated_assembly	GCA_900102595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/595/GCA_900102595.1_IMG-taxon_2623620521_annotated_assembly/GCA_900102595.1_IMG-taxon_2623620521_annotated_assembly_genomic.fna.gz	GCF_900102595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/595/GCF_900102595.1_IMG-taxon_2623620521_annotated_assembly	GCF_900102595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/595/GCF_900102595.1_IMG-taxon_2623620521_annotated_assembly/GCF_900102595.1_IMG-taxon_2623620521_annotated_assembly_genomic.fna.gz
Lachnoclostridium polysaccharolyticum B DSM 1801	PRJEB17055	SAMN04487772	29364	GCA_900111595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/595/GCA_900111595.1_IMG-taxon_2606217760_annotated_assembly	GCA_900111595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/111/595/GCA_900111595.1_IMG-taxon_2606217760_annotated_assembly/GCA_900111595.1_IMG-taxon_2606217760_annotated_assembly_genomic.fna.gz	GCF_900111595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/595/GCF_900111595.1_IMG-taxon_2606217760_annotated_assembly	GCF_900111595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/595/GCF_900111595.1_IMG-taxon_2606217760_annotated_assembly/GCF_900111595.1_IMG-taxon_2606217760_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium A10 	PRJEB16802	SAMN02910453	1520821	GCA_900109005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/005/GCA_900109005.1_IMG-taxon_2617270830_annotated_assembly	GCA_900109005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/005/GCA_900109005.1_IMG-taxon_2617270830_annotated_assembly/GCA_900109005.1_IMG-taxon_2617270830_annotated_assembly_genomic.fna.gz	GCF_900109005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/005/GCF_900109005.1_IMG-taxon_2617270830_annotated_assembly	GCF_900109005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/005/GCF_900109005.1_IMG-taxon_2617270830_annotated_assembly/GCF_900109005.1_IMG-taxon_2617270830_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium AB2028 	PRJNA223012	SAMN02743996	1408319	GCA_000621425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/425/GCA_000621425.1_ASM62142v1	GCA_000621425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/425/GCA_000621425.1_ASM62142v1/GCA_000621425.1_ASM62142v1_genomic.fna.gz	GCF_000621425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/425/GCF_000621425.1_ASM62142v1	GCF_000621425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/425/GCF_000621425.1_ASM62142v1/GCF_000621425.1_ASM62142v1_genomic.fna.gz
Lachnospiraceae bacterium AC2012 	PRJNA217193	SAMN02841168	1392494	GCA_000702525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/525/GCA_000702525.1_ASM70252v1	GCA_000702525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/525/GCA_000702525.1_ASM70252v1/GCA_000702525.1_ASM70252v1_genomic.fna.gz	GCF_000702525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/525/GCF_000702525.1_ASM70252v1	GCF_000702525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/525/GCF_000702525.1_ASM70252v1/GCF_000702525.1_ASM70252v1_genomic.fna.gz
Lachnospiraceae bacterium AC2014 	PRJNA223008	SAMN02841165	1408320	GCA_000701545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/545/GCA_000701545.1_ASM70154v1	GCA_000701545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/545/GCA_000701545.1_ASM70154v1/GCA_000701545.1_ASM70154v1_genomic.fna.gz	GCF_000701545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/545/GCF_000701545.1_ASM70154v1	GCF_000701545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/545/GCF_000701545.1_ASM70154v1/GCF_000701545.1_ASM70154v1_genomic.fna.gz
Lachnospiraceae bacterium AC2028 	PRJNA223007	SAMN02841155	1408321	GCA_000702685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/685/GCA_000702685.1_ASM70268v1	GCA_000702685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/685/GCA_000702685.1_ASM70268v1/GCA_000702685.1_ASM70268v1_genomic.fna.gz	GCF_000702685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/685/GCF_000702685.1_ASM70268v1	GCF_000702685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/685/GCF_000702685.1_ASM70268v1/GCF_000702685.1_ASM70268v1_genomic.fna.gz
Lachnospiraceae bacterium AC2029 	PRJNA237258	SAMN02841230	1458462	GCA_000703065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/065/GCA_000703065.1_ASM70306v1	GCA_000703065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/703/065/GCA_000703065.1_ASM70306v1/GCA_000703065.1_ASM70306v1_genomic.fna.gz	GCF_000703065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/065/GCF_000703065.1_ASM70306v1	GCF_000703065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/703/065/GCF_000703065.1_ASM70306v1/GCF_000703065.1_ASM70306v1_genomic.fna.gz
Lachnospiraceae bacterium AC2031 	PRJNA217196	SAMN02743905	1392493	GCA_000687975.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/975/GCA_000687975.1_ASM68797v1	GCA_000687975.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/975/GCA_000687975.1_ASM68797v1/GCA_000687975.1_ASM68797v1_genomic.fna.gz	GCF_000687975.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/975/GCF_000687975.1_ASM68797v1	GCF_000687975.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/975/GCF_000687975.1_ASM68797v1/GCF_000687975.1_ASM68797v1_genomic.fna.gz
Lachnospiraceae bacterium AC3007 	PRJNA223011	SAMN02743990	1408322	GCA_000621405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/405/GCA_000621405.1_ASM62140v1	GCA_000621405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/405/GCA_000621405.1_ASM62140v1/GCA_000621405.1_ASM62140v1_genomic.fna.gz	GCF_000621405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/405/GCF_000621405.1_ASM62140v1	GCF_000621405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/405/GCF_000621405.1_ASM62140v1/GCF_000621405.1_ASM62140v1_genomic.fna.gz
Lachnospiraceae bacterium AD3010 	PRJNA223480	SAMN02744023	1410621	GCA_000622025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/025/GCA_000622025.1_ASM62202v1	GCA_000622025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/025/GCA_000622025.1_ASM62202v1/GCA_000622025.1_ASM62202v1_genomic.fna.gz	GCF_000622025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/025/GCF_000622025.1_ASM62202v1	GCF_000622025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/025/GCF_000622025.1_ASM62202v1/GCF_000622025.1_ASM62202v1_genomic.fna.gz
Lachnospiraceae bacterium C10 	PRJEB15974	SAMN02910400	1520822	GCA_900100095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/095/GCA_900100095.1_IMG-taxon_2593339216_annotated_assembly	GCA_900100095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/095/GCA_900100095.1_IMG-taxon_2593339216_annotated_assembly/GCA_900100095.1_IMG-taxon_2593339216_annotated_assembly_genomic.fna.gz	GCF_900100095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/095/GCF_900100095.1_IMG-taxon_2593339216_annotated_assembly	GCF_900100095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/095/GCF_900100095.1_IMG-taxon_2593339216_annotated_assembly/GCF_900100095.1_IMG-taxon_2593339216_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium C6A11 	PRJNA223496	SAMN02841226	1410622	GCA_000702245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/245/GCA_000702245.1_ASM70224v1	GCA_000702245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/245/GCA_000702245.1_ASM70224v1/GCA_000702245.1_ASM70224v1_genomic.fna.gz	GCF_000702245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/245/GCF_000702245.1_ASM70224v1	GCF_000702245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/245/GCF_000702245.1_ASM70224v1/GCF_000702245.1_ASM70224v1_genomic.fna.gz
Lachnospiraceae bacterium C7 	PRJEB17320	SAMN04487761	1792306	GCA_900113385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/385/GCA_900113385.1_IMG-taxon_2608642107_annotated_assembly	GCA_900113385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/385/GCA_900113385.1_IMG-taxon_2608642107_annotated_assembly/GCA_900113385.1_IMG-taxon_2608642107_annotated_assembly_genomic.fna.gz	GCF_900113385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/385/GCF_900113385.1_IMG-taxon_2608642107_annotated_assembly	GCF_900113385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/385/GCF_900113385.1_IMG-taxon_2608642107_annotated_assembly/GCF_900113385.1_IMG-taxon_2608642107_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium FD2005 	PRJNA223476	SAMN02841196	1410623	GCA_000702145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/145/GCA_000702145.1_ASM70214v1	GCA_000702145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/145/GCA_000702145.1_ASM70214v1/GCA_000702145.1_ASM70214v1_genomic.fna.gz	GCF_000702145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/145/GCF_000702145.1_ASM70214v1	GCF_000702145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/145/GCF_000702145.1_ASM70214v1/GCF_000702145.1_ASM70214v1_genomic.fna.gz
Lachnospiraceae bacterium FE2018 	PRJNA223461	SAMN02841190	1410624	GCA_000702845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/845/GCA_000702845.1_ASM70284v1	GCA_000702845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/702/845/GCA_000702845.1_ASM70284v1/GCA_000702845.1_ASM70284v1_genomic.fna.gz	GCF_000702845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/845/GCF_000702845.1_ASM70284v1	GCF_000702845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/845/GCF_000702845.1_ASM70284v1/GCF_000702845.1_ASM70284v1_genomic.fna.gz
Lachnospiraceae bacterium G11 	PRJEB16210	SAMN02910368	1200747	GCA_900103495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/495/GCA_900103495.1_IMG-taxon_2593339220_annotated_assembly	GCA_900103495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/495/GCA_900103495.1_IMG-taxon_2593339220_annotated_assembly/GCA_900103495.1_IMG-taxon_2593339220_annotated_assembly_genomic.fna.gz	GCF_900103495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/495/GCF_900103495.1_IMG-taxon_2593339220_annotated_assembly	GCF_900103495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/495/GCF_900103495.1_IMG-taxon_2593339220_annotated_assembly/GCF_900103495.1_IMG-taxon_2593339220_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium G41 	PRJEB15991	SAMN04487760	1200749	GCA_900100245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/245/GCA_900100245.1_IMG-taxon_2606217752_annotated_assembly	GCA_900100245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/245/GCA_900100245.1_IMG-taxon_2606217752_annotated_assembly/GCA_900100245.1_IMG-taxon_2606217752_annotated_assembly_genomic.fna.gz	GCF_900100245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/245/GCF_900100245.1_IMG-taxon_2606217752_annotated_assembly	GCF_900100245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/245/GCF_900100245.1_IMG-taxon_2606217752_annotated_assembly/GCF_900100245.1_IMG-taxon_2606217752_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium KH1P17 	PRJEB19693	SAMN06296386	1898203	GCA_900168235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/168/235/GCA_900168235.1_IMG-taxon_2606217738_annotated_assembly	GCA_900168235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/168/235/GCA_900168235.1_IMG-taxon_2606217738_annotated_assembly/GCA_900168235.1_IMG-taxon_2606217738_annotated_assembly_genomic.fna.gz	GCF_900168235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/168/235/GCF_900168235.1_IMG-taxon_2606217738_annotated_assembly	GCF_900168235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/168/235/GCF_900168235.1_IMG-taxon_2606217738_annotated_assembly/GCF_900168235.1_IMG-taxon_2606217738_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium KH1T2 	PRJEB17434	SAMN05216390	1855374	GCA_900114405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/405/GCA_900114405.1_IMG-taxon_2654588176_annotated_assembly	GCA_900114405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/405/GCA_900114405.1_IMG-taxon_2654588176_annotated_assembly/GCA_900114405.1_IMG-taxon_2654588176_annotated_assembly_genomic.fna.gz	GCF_900114405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/405/GCF_900114405.1_IMG-taxon_2654588176_annotated_assembly	GCF_900114405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/405/GCF_900114405.1_IMG-taxon_2654588176_annotated_assembly/GCF_900114405.1_IMG-taxon_2654588176_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium KHCPX20 	PRJEB16579	SAMN05216391	1855375	GCA_900106615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/615/GCA_900106615.1_IMG-taxon_2651870364_annotated_assembly	GCA_900106615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/615/GCA_900106615.1_IMG-taxon_2651870364_annotated_assembly/GCA_900106615.1_IMG-taxon_2651870364_annotated_assembly_genomic.fna.gz	GCF_900106615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/615/GCF_900106615.1_IMG-taxon_2651870364_annotated_assembly	GCF_900106615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/615/GCF_900106615.1_IMG-taxon_2651870364_annotated_assembly/GCF_900106615.1_IMG-taxon_2651870364_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium LC2019 	PRJEB21847	SAMN06297422	1898203	GCA_900199595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/595/GCA_900199595.1_IMG-taxon_2623620511_annotated_assembly	GCA_900199595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/595/GCA_900199595.1_IMG-taxon_2623620511_annotated_assembly/GCA_900199595.1_IMG-taxon_2623620511_annotated_assembly_genomic.fna.gz	GCF_900199595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/595/GCF_900199595.1_IMG-taxon_2623620511_annotated_assembly	GCF_900199595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/595/GCF_900199595.1_IMG-taxon_2623620511_annotated_assembly/GCF_900199595.1_IMG-taxon_2623620511_annotated_assembly_genomic.fna.gz
Lachnospiraceae bacterium MA2020 	PRJNA223040	SAMN02744718	1408323	GCA_000746015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/015/GCA_000746015.1_ASM74601v1	GCA_000746015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/015/GCA_000746015.1_ASM74601v1/GCA_000746015.1_ASM74601v1_genomic.fna.gz	GCF_000746015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/015/GCF_000746015.1_ASM74601v1	GCF_000746015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/746/015/GCF_000746015.1_ASM74601v1/GCF_000746015.1_ASM74601v1_genomic.fna.gz
Lachnospiraceae bacterium MC2017 	PRJNA223042	SAMN02841162	1408324	GCA_000701625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/625/GCA_000701625.1_ASM70162v1	GCA_000701625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/701/625/GCA_000701625.1_ASM70162v1/GCA_000701625.1_ASM70162v1_genomic.fna.gz	GCF_000701625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/625/GCF_000701625.1_ASM70162v1	GCF_000701625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/625/GCF_000701625.1_ASM70162v1/GCF_000701625.1_ASM70162v1_genomic.fna.gz
Lachnospiraceae bacterium MD2004 	PRJNA223499	SAMN02744028	1410625	GCA_000622105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/105/GCA_000622105.1_ASM62210v1	GCA_000622105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/622/105/GCA_000622105.1_ASM62210v1/GCA_000622105.1_ASM62210v1_genomic.fna.gz	GCF_000622105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/105/GCF_000622105.1_ASM62210v1	GCF_000622105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/105/GCF_000622105.1_ASM62210v1/GCF_000622105.1_ASM62210v1_genomic.fna.gz
