Genome	Strain	Culture collection #	taxon_oid	Sequencing Technology	Assembly Method	Sequencing Depth (fold coverage)	CheckM Completeness (%)	Genome Size (bp)	Gene Count 	CDS Count   	Coding Base Count %   	GC   	COG Count   	KO Count	Pfam Count	TIGRfam Count	With Function Prediction %	Scaffold Count	HunTitle	BioProject	BioSample	Tax ID	GenBank FTP	GenBank Assembly	GenBank Accession	GenBank FTP	Genbank assembly file	RefSeq FTP	RefSeq Assembly	RefSeq accession	RefSeq FTP	RefSeq Assembly file
Streptococcus equinus	Sb09		2654588197	Illumina HiSeq	vpAllpaths v. r46652	200.864	100	2042259	2041	1976	90.49	0.37	1474	1174	1692	784	79.08	18	Streptococcus equinus Sb09 	PRJEB16179	SAMN05216400	1335	[GCA_900103355.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/355/GCA_900103355.1_IMG-taxon_2654588197_annotated_assembly)	[GCA_900103355.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/355/GCA_900103355.1_IMG-taxon_2654588197_annotated_assembly/GCA_900103355.1_IMG-taxon_2654588197_annotated_assembly_genomic.fna.gz)	GCA_900103355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/355/GCA_900103355.1_IMG-taxon_2654588197_annotated_assembly	GCA_900103355.1_IMG-taxon_2654588197_annotated_assembly_genomic.fna.gz	[GCF_900103355.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/355/GCF_900103355.1_IMG-taxon_2654588197_annotated_assembly)	[GCF_900103355.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/355/GCF_900103355.1_IMG-taxon_2654588197_annotated_assembly/GCF_900103355.1_IMG-taxon_2654588197_annotated_assembly_genomic.fna.gz)	GCF_900103355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/355/GCF_900103355.1_IMG-taxon_2654588197_annotated_assembly	GCF_900103355.1_IMG-taxon_2654588197_annotated_assembly_genomic.fna.gz
Prevotella bryantii	FB3001		2623620459	Illumina HiSeq	vpAllpaths v. r46652	212.482	98.65	3296581	2738	2658	89.38	0.39	1472	1162	2057	791	70.93	23	Prevotella bryantii FB3001 	PRJEB16184	SAMN04487899	77095	[GCA_900103315.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/315/GCA_900103315.1_IMG-taxon_2623620459_annotated_assembly)	[GCA_900103315.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/315/GCA_900103315.1_IMG-taxon_2623620459_annotated_assembly/GCA_900103315.1_IMG-taxon_2623620459_annotated_assembly_genomic.fna.gz)	GCA_900103315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/315/GCA_900103315.1_IMG-taxon_2623620459_annotated_assembly	GCA_900103315.1_IMG-taxon_2623620459_annotated_assembly_genomic.fna.gz	[GCF_900103315.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/315/GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly)	[GCF_900103315.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/315/GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly/GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly_genomic.fna.gz)	GCF_900103315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/315/GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly	GCF_900103315.1_IMG-taxon_2623620459_annotated_assembly_genomic.fna.gz
Eubacterium ruminantium	2388		2623620481	Illumina HiSeq	vpAllpaths v. r46652	289.588	99.33	2876368	2638	2578	90.11	0.37	1527	1156	1936	764	70.51	34	Eubacterium ruminantium 2388 	PRJEB16207	SAMN04490370	42322	[GCA_900103685.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/685/GCA_900103685.1_IMG-taxon_2623620481_annotated_assembly)	[GCA_900103685.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/685/GCA_900103685.1_IMG-taxon_2623620481_annotated_assembly/GCA_900103685.1_IMG-taxon_2623620481_annotated_assembly_genomic.fna.gz)	GCA_900103685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/685/GCA_900103685.1_IMG-taxon_2623620481_annotated_assembly	GCA_900103685.1_IMG-taxon_2623620481_annotated_assembly_genomic.fna.gz	[GCF_900103685.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/685/GCF_900103685.1_IMG-taxon_2623620481_annotated_assembly)	[GCF_900103685.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/685/GCF_900103685.1_IMG-taxon_2623620481_annotated_assembly/GCF_900103685.1_IMG-taxon_2623620481_annotated_assembly_genomic.fna.gz)	GCF_900103685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/685/GCF_900103685.1_IMG-taxon_2623620481_annotated_assembly	GCF_900103685.1_IMG-taxon_2623620481_annotated_assembly_genomic.fna.gz
Actinomyces ruminicola	KPR-7B		2608642100	Illumina HiSeq	vpAllpaths v. r46652	295.643	99.53	3299427	2799	2729	87.97	0.69	1783	1431	2219	793	76.56	38	Actinomyces ruminicola KPR-7B 	PRJEB16216	SAMN04487766	332524	[GCA_900103565.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/565/GCA_900103565.1_IMG-taxon_2608642100_annotated_assembly)	[GCA_900103565.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/565/GCA_900103565.1_IMG-taxon_2608642100_annotated_assembly/GCA_900103565.1_IMG-taxon_2608642100_annotated_assembly_genomic.fna.gz)	GCA_900103565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/565/GCA_900103565.1_IMG-taxon_2608642100_annotated_assembly	GCA_900103565.1_IMG-taxon_2608642100_annotated_assembly_genomic.fna.gz	[GCF_900103565.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/565/GCF_900103565.1_IMG-taxon_2608642100_annotated_assembly)	[GCF_900103565.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/565/GCF_900103565.1_IMG-taxon_2608642100_annotated_assembly/GCF_900103565.1_IMG-taxon_2608642100_annotated_assembly_genomic.fna.gz)	GCF_900103565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/565/GCF_900103565.1_IMG-taxon_2608642100_annotated_assembly	GCF_900103565.1_IMG-taxon_2608642100_annotated_assembly_genomic.fna.gz
Lachnospira pectinoschiza	M83		2657245269	Illumina HiSeq	vpAllpaths v. r46652	314.356	100	2704308	2365	2301	87.57	0.36	1555	1190	1886	812	76.79	12	Lachnospira pectinoschiza M83 	PRJEB16225	SAMN05216544	28052	[GCA_900103815.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/815/GCA_900103815.1_IMG-taxon_2657245269_annotated_assembly)	[GCA_900103815.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/815/GCA_900103815.1_IMG-taxon_2657245269_annotated_assembly/GCA_900103815.1_IMG-taxon_2657245269_annotated_assembly_genomic.fna.gz)	GCA_900103815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/815/GCA_900103815.1_IMG-taxon_2657245269_annotated_assembly	GCA_900103815.1_IMG-taxon_2657245269_annotated_assembly_genomic.fna.gz	[GCF_900103815.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/815/GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly)	[GCF_900103815.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/815/GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly/GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly_genomic.fna.gz)	GCF_900103815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/815/GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly	GCF_900103815.1_IMG-taxon_2657245269_annotated_assembly_genomic.fna.gz
Actinomyces ruminicola	B71	DSM 27982	2651870319	Illumina HiSeq	vpAllpaths v. r46652	348.281	99.53	3103556	2625	2561	88.01	0.7	1694	1360	2111	785	77.18	39	Actinomyces ruminicola B71 DSM 27982	PRJEB16240	SAMN05216355	332524	[GCA_900103885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/885/GCA_900103885.1_IMG-taxon_2651870319_annotated_assembly)	[GCA_900103885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/885/GCA_900103885.1_IMG-taxon_2651870319_annotated_assembly/GCA_900103885.1_IMG-taxon_2651870319_annotated_assembly_genomic.fna.gz)	GCA_900103885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/885/GCA_900103885.1_IMG-taxon_2651870319_annotated_assembly	GCA_900103885.1_IMG-taxon_2651870319_annotated_assembly_genomic.fna.gz	[GCF_900103885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/885/GCF_900103885.1_IMG-taxon_2651870319_annotated_assembly)	[GCF_900103885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/885/GCF_900103885.1_IMG-taxon_2651870319_annotated_assembly/GCF_900103885.1_IMG-taxon_2651870319_annotated_assembly_genomic.fna.gz)	GCF_900103885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/885/GCF_900103885.1_IMG-taxon_2651870319_annotated_assembly	GCF_900103885.1_IMG-taxon_2651870319_annotated_assembly_genomic.fna.gz
Enterococcus faecalis 	VTM1R91		2606217756	Illumina HiSeq	vpAllpaths v. r46652	365.325	99.63	3058004	3076	2979	88.57	0.37	2026	1520	2428	1013	75.1	39	Enterococcus faecalis  VTM1R91 	PRJEB16244	SAMN04487774	1351	[GCA_900103995.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/995/GCA_900103995.1_IMG-taxon_2606217756_annotated_assembly)	[GCA_900103995.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/995/GCA_900103995.1_IMG-taxon_2606217756_annotated_assembly/GCA_900103995.1_IMG-taxon_2606217756_annotated_assembly_genomic.fna.gz)	GCA_900103995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/995/GCA_900103995.1_IMG-taxon_2606217756_annotated_assembly	GCA_900103995.1_IMG-taxon_2606217756_annotated_assembly_genomic.fna.gz	[GCF_900103995.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/995/GCF_900103995.1_IMG-taxon_2606217756_annotated_assembly)	[GCF_900103995.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/995/GCF_900103995.1_IMG-taxon_2606217756_annotated_assembly/GCF_900103995.1_IMG-taxon_2606217756_annotated_assembly_genomic.fna.gz)	GCF_900103995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/995/GCF_900103995.1_IMG-taxon_2606217756_annotated_assembly	GCF_900103995.1_IMG-taxon_2606217756_annotated_assembly_genomic.fna.gz
Shigella sonnei 	NLAE-zl-G496		2654588181	Illumina HiSeq	vpAllpaths v. r46652	366.194	99.62	4917070	4906	4715	88.55	0.5	3497	3184	4215	1807	80.57	101	Shigella sonnei  NLAE-zl-G496 	PRJEB16246	SAMN05216485	624	[GCA_900103855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/855/GCA_900103855.1_IMG-taxon_2654588181_annotated_assembly)	[GCA_900103855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/855/GCA_900103855.1_IMG-taxon_2654588181_annotated_assembly/GCA_900103855.1_IMG-taxon_2654588181_annotated_assembly_genomic.fna.gz)	GCA_900103855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/855/GCA_900103855.1_IMG-taxon_2654588181_annotated_assembly	GCA_900103855.1_IMG-taxon_2654588181_annotated_assembly_genomic.fna.gz	[GCF_900103855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/855/GCF_900103855.1_IMG-taxon_2654588181_annotated_assembly)	[GCF_900103855.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/855/GCF_900103855.1_IMG-taxon_2654588181_annotated_assembly/GCF_900103855.1_IMG-taxon_2654588181_annotated_assembly_genomic.fna.gz)	GCF_900103855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/855/GCF_900103855.1_IMG-taxon_2654588181_annotated_assembly	GCF_900103855.1_IMG-taxon_2654588181_annotated_assembly_genomic.fna.gz
Prevotella sp.	BPI-145		2623620512	Illumina HiSeq	vpAllpaths v. r46652	370.866	99.26	3552958	2993	2933	92.2	0.48	1481	1135	2146	782	67.22	50	Prevotella sp. BPI-145 	PRJEB16250	SAMN04487900	645273	[GCA_900104295.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/295/GCA_900104295.1_IMG-taxon_2623620512_annotated_assembly)	[GCA_900104295.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/295/GCA_900104295.1_IMG-taxon_2623620512_annotated_assembly/GCA_900104295.1_IMG-taxon_2623620512_annotated_assembly_genomic.fna.gz)	GCA_900104295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/295/GCA_900104295.1_IMG-taxon_2623620512_annotated_assembly	GCA_900104295.1_IMG-taxon_2623620512_annotated_assembly_genomic.fna.gz	[GCF_900104295.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/295/GCF_900104295.1_IMG-taxon_2623620512_annotated_assembly)	[GCF_900104295.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/295/GCF_900104295.1_IMG-taxon_2623620512_annotated_assembly/GCF_900104295.1_IMG-taxon_2623620512_annotated_assembly_genomic.fna.gz)	GCF_900104295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/295/GCF_900104295.1_IMG-taxon_2623620512_annotated_assembly	GCF_900104295.1_IMG-taxon_2623620512_annotated_assembly_genomic.fna.gz
Streptococcus equinus	Sb04		2651870306	Illumina HiSeq	vpAllpaths v. r46652	425.328	100	1875611	1874	1822	89.75	0.37	1394	1103	1594	745	80.9	21	Streptococcus equinus Sb04 	PRJEB16286	SAMN05216347	1335	[GCA_900104225.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/225/GCA_900104225.1_IMG-taxon_2651870306_annotated_assembly)	[GCA_900104225.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/225/GCA_900104225.1_IMG-taxon_2651870306_annotated_assembly/GCA_900104225.1_IMG-taxon_2651870306_annotated_assembly_genomic.fna.gz)	GCA_900104225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/225/GCA_900104225.1_IMG-taxon_2651870306_annotated_assembly	GCA_900104225.1_IMG-taxon_2651870306_annotated_assembly_genomic.fna.gz	[GCF_900104225.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/225/GCF_900104225.1_IMG-taxon_2651870306_annotated_assembly)	[GCF_900104225.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/225/GCF_900104225.1_IMG-taxon_2651870306_annotated_assembly/GCF_900104225.1_IMG-taxon_2651870306_annotated_assembly_genomic.fna.gz)	GCF_900104225.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/225/GCF_900104225.1_IMG-taxon_2651870306_annotated_assembly	GCF_900104225.1_IMG-taxon_2651870306_annotated_assembly_genomic.fna.gz
Selenomonas ruminantium	S137		2623620517	Illumina HiSeq	vpAllpaths v. r46652	438.417	99.53	3211419	3099	3014	90.68	0.51	1969	1595	2445	1100	75.99	71	Selenomonas ruminantium S137 	PRJEB16298	SAMN05216366	971	[GCA_900104055.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/055/GCA_900104055.1_IMG-taxon_2623620517_annotated_assembly)	[GCA_900104055.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/055/GCA_900104055.1_IMG-taxon_2623620517_annotated_assembly/GCA_900104055.1_IMG-taxon_2623620517_annotated_assembly_genomic.fna.gz)	GCA_900104055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/055/GCA_900104055.1_IMG-taxon_2623620517_annotated_assembly	GCA_900104055.1_IMG-taxon_2623620517_annotated_assembly_genomic.fna.gz	[GCF_900104055.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/055/GCF_900104055.1_IMG-taxon_2623620517_annotated_assembly)	[GCF_900104055.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/055/GCF_900104055.1_IMG-taxon_2623620517_annotated_assembly/GCF_900104055.1_IMG-taxon_2623620517_annotated_assembly_genomic.fna.gz)	GCF_900104055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/055/GCF_900104055.1_IMG-taxon_2623620517_annotated_assembly	GCF_900104055.1_IMG-taxon_2623620517_annotated_assembly_genomic.fna.gz
Streptococcus sp.	NLAE-zl-C503		2654588205	Illumina HiSeq	vpAllpaths v. r46652	452.539	99.47	1938063	1956	1875	90.72	0.41	1389	1096	1599	737	77.45	19	Streptococcus sp. NLAE-zl-C503 	PRJEB16302	SAMN05216494	1855327	[GCA_900104285.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/285/GCA_900104285.1_IMG-taxon_2654588205_annotated_assembly)	[GCA_900104285.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/285/GCA_900104285.1_IMG-taxon_2654588205_annotated_assembly/GCA_900104285.1_IMG-taxon_2654588205_annotated_assembly_genomic.fna.gz)	GCA_900104285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/285/GCA_900104285.1_IMG-taxon_2654588205_annotated_assembly	GCA_900104285.1_IMG-taxon_2654588205_annotated_assembly_genomic.fna.gz	[GCF_900104285.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/285/GCF_900104285.1_IMG-taxon_2654588205_annotated_assembly)	[GCF_900104285.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/285/GCF_900104285.1_IMG-taxon_2654588205_annotated_assembly/GCF_900104285.1_IMG-taxon_2654588205_annotated_assembly_genomic.fna.gz)	GCF_900104285.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/285/GCF_900104285.1_IMG-taxon_2654588205_annotated_assembly	GCF_900104285.1_IMG-taxon_2654588205_annotated_assembly_genomic.fna.gz
Streptococcus equinus	pGA-7		2608642168	Illumina HiSeq	vpAllpaths v. r46652	272.941	99.99	1797051	1771	1712	90.37	0.37	1395	1110	1565	743	83.68	6	Streptococcus equinus pGA-7 	PRJEB15698	SAMN04487837	1335	[GCA_900102715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/715/GCA_900102715.1_IMG-taxon_2608642168_annotated_assembly)	[GCA_900102715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/715/GCA_900102715.1_IMG-taxon_2608642168_annotated_assembly/GCA_900102715.1_IMG-taxon_2608642168_annotated_assembly_genomic.fna.gz)	GCA_900102715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/715/GCA_900102715.1_IMG-taxon_2608642168_annotated_assembly	GCA_900102715.1_IMG-taxon_2608642168_annotated_assembly_genomic.fna.gz	[GCF_900102715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/715/GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly)	[GCF_900102715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/715/GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly/GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly_genomic.fna.gz)	GCF_900102715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/715/GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly	GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly_genomic.fna.gz
Streptococcus equinus	Sb10		2654588134	Illumina HiSeq	vpAllpaths v. r46652	381.035	100	1887161	1876	1825	90.49	0.38	1430	1141	1628	756	82.68	6	Streptococcus equinus Sb10 	PRJEB15762	SAMN05216407	1335	[GCA_900101715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/715/GCA_900101715.1_IMG-taxon_2654588134_annotated_assembly)	[GCA_900101715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/715/GCA_900101715.1_IMG-taxon_2654588134_annotated_assembly/GCA_900101715.1_IMG-taxon_2654588134_annotated_assembly_genomic.fna.gz)	GCA_900101715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/715/GCA_900101715.1_IMG-taxon_2654588134_annotated_assembly	GCA_900101715.1_IMG-taxon_2654588134_annotated_assembly_genomic.fna.gz	[GCF_900101715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/715/GCF_900101715.1_IMG-taxon_2654588134_annotated_assembly)	[GCF_900101715.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/715/GCF_900101715.1_IMG-taxon_2654588134_annotated_assembly/GCF_900101715.1_IMG-taxon_2654588134_annotated_assembly_genomic.fna.gz)	GCF_900101715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/715/GCF_900101715.1_IMG-taxon_2654588134_annotated_assembly	GCF_900101715.1_IMG-taxon_2654588134_annotated_assembly_genomic.fna.gz
Prevotella ruminicola	KHP1		2606217814	Illumina HiSeq	vpAllpaths v. r46652	532.711	99.58	3418751	2862	2807	93.1	0.48	1558	1195	2244	807	74.25	6	Prevotella ruminicola KHP1 	PRJEB15822	SAMN04487826	1761884	[GCA_900102205.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/205/GCA_900102205.1_IMG-taxon_2606217814_annotated_assembly)	[GCA_900102205.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/205/GCA_900102205.1_IMG-taxon_2606217814_annotated_assembly/GCA_900102205.1_IMG-taxon_2606217814_annotated_assembly_genomic.fna.gz)	GCA_900102205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/205/GCA_900102205.1_IMG-taxon_2606217814_annotated_assembly	GCA_900102205.1_IMG-taxon_2606217814_annotated_assembly_genomic.fna.gz	[GCF_900102205.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/205/GCF_900102205.1_IMG-taxon_2606217814_annotated_assembly)	[GCF_900102205.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/205/GCF_900102205.1_IMG-taxon_2606217814_annotated_assembly/GCF_900102205.1_IMG-taxon_2606217814_annotated_assembly_genomic.fna.gz)	GCF_900102205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/205/GCF_900102205.1_IMG-taxon_2606217814_annotated_assembly	GCF_900102205.1_IMG-taxon_2606217814_annotated_assembly_genomic.fna.gz
Streptococcus equinus	C277		2623621021	Illumina HiSeq	vpAllpaths v. r46652	552.521	100	1825979	1825	1763	90.18	0.37	1399	1113	1577	746	82.36	8	Streptococcus equinus C277 	PRJEB15920	SAMN04488495	1335	[GCA_900099885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/885/GCA_900099885.1_IMG-taxon_2623621021_annotated_assembly)	[GCA_900099885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/885/GCA_900099885.1_IMG-taxon_2623621021_annotated_assembly/GCA_900099885.1_IMG-taxon_2623621021_annotated_assembly_genomic.fna.gz)	GCA_900099885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/099/885/GCA_900099885.1_IMG-taxon_2623621021_annotated_assembly	GCA_900099885.1_IMG-taxon_2623621021_annotated_assembly_genomic.fna.gz	[GCF_900099885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/885/GCF_900099885.1_IMG-taxon_2623621021_annotated_assembly)	[GCF_900099885.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/885/GCF_900099885.1_IMG-taxon_2623621021_annotated_assembly/GCF_900099885.1_IMG-taxon_2623621021_annotated_assembly_genomic.fna.gz)	GCF_900099885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/099/885/GCF_900099885.1_IMG-taxon_2623621021_annotated_assembly	GCF_900099885.1_IMG-taxon_2623621021_annotated_assembly_genomic.fna.gz
Streptococcus equinus	Sb05		2654588139	Illumina HiSeq	vpAllpaths v. r46652	316.554	100	1962621	1973	1927	90.44	0.38	1449	1152	1681	778	80.69	6	Streptococcus equinus Sb05 	PRJEB15732	SAMN05216392	1335	[GCA_900101445.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/445/GCA_900101445.1_IMG-taxon_2654588139_annotated_assembly)	[GCA_900101445.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/445/GCA_900101445.1_IMG-taxon_2654588139_annotated_assembly/GCA_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic.fna.gz)	GCA_900101445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/101/445/GCA_900101445.1_IMG-taxon_2654588139_annotated_assembly	GCA_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic.fna.gz	[GCF_900101445.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/445/GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly)	[GCF_900101445.1](ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/445/GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly/GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic.fna.gz)	GCF_900101445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/101/445/GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly	GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic.fna.gz
